respondent_id,date,wave_id,brand_id,product_id,vertical_id,market,segment,ad_recall,brand_link,distinctive_asset,trust,value_for_money,premium,fun,personal_relevance,consideration,competitor_salience
R000064,2024-07-01,2024-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,4,2,2,1,5,1,1
R000065,2024-07-01,2024-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,3,3,5,2,2,0,1
R000066,2024-07-01,2024-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,4,1,4,4,4,1,0
R000067,2024-07-01,2024-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,1,5,3,1,4,4,1,0
R000068,2024-07-01,2024-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,2,3,4,4,4,0,0
R000069,2024-07-01,2024-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,1,4,5,4,4,3,1,0
R000070,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,3,3,5,1,2,0,0
R000071,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,4,4,4,4,5,1,0
R000072,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,4,1,3,4,4,1,0
R000073,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,1,3,2,5,5,4,1,0
R000074,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,2,1,2,1,4,0,1
R000075,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,5,2,4,1,0,1
R000076,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,4,3,4,3,2,0,1
R000077,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,3,3,3,5,1,0,0
R000078,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,2,5,2,5,2,1,1
R000079,2024-08-01,2024-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,1,5,4,5,5,5,1,1
R000080,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,5,4,1,2,2,1,1
R000081,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,4,3,5,1,4,0,0
R000082,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,3,2,5,2,0,0
R000083,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,5,3,4,5,5,1,0
R000084,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,3,5,4,1,0,1
R000085,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,4,4,4,5,1,1,1
R000086,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,5,5,2,4,4,1,1
R000087,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,1,4,2,1,4,0,1
R000088,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,3,4,2,1,1,0,0
R000089,2024-09-01,2024-09,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,1,4,3,4,2,0,0
R000090,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,4,2,4,5,5,1,0
R000091,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,4,4,2,4,5,1,0
R000092,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,1,3,5,5,4,1,0
R000093,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,1,2,4,5,4,0,1
R000094,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,1,4,5,4,4,1,1
R000095,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,5,1,2,5,4,0,0
R000096,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,2,4,3,4,1,1,1
R000097,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,3,4,1,1,0,0
R000098,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,5,1,2,1,0,1
R000099,2024-10-01,2024-10,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,5,3,4,3,0,0
R000100,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,0,5,2,5,5,5,1,0
R000101,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,1,5,4,5,0,1
R000102,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,0,4,1,5,2,5,0,0
R000103,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,2,4,3,5,4,0,1
R000104,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,4,1,4,3,1,0
R000105,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,2,2,4,3,1,1
R000106,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,3,5,1,4,3,1,1
R000107,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,5,2,3,5,3,0,1
R000108,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,5,2,5,4,1,0
R000109,2024-11-01,2024-11,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,1,4,2,5,0,1
R000110,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,0,4,4,2,4,4,1,0
R000111,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,3,4,2,1,1,0,1
R000112,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,2,5,1,1,1,0,1
R000113,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,3,4,4,4,5,0,1
R000114,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,1,5,5,3,1,1
R000115,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,4,2,1,1,4,0,1
R000116,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,1,4,3,4,5,4,1,0
R000117,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,2,3,3,5,0,0
R000118,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,4,4,2,1,1,0,0
R000119,2024-12-01,2024-12,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,4,4,4,4,0,1
R000120,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,5,4,2,4,5,0,0
R000121,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,1,4,5,5,5,5,0,0
R000122,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,5,5,2,2,2,1,1
R000123,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,2,1,3,2,2,0,1
R000124,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,5,2,5,2,3,1,1
R000125,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,1,4,5,1,4,5,1,1
R000126,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,1,5,2,4,1,3,0,1
R000127,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,2,5,5,1,0,1
R000128,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,4,4,2,1,2,0,1
R000129,2025-01-01,2025-01,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,4,1,4,1,0,0
R000130,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,5,2,5,1,0,1
R000131,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,4,1,4,4,1,0,1
R000132,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,1,4,3,4,3,0,0
R000133,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,1,5,3,5,5,0,1
R000134,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,2,1,3,2,0,1
R000135,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,2,2,2,3,0,1
R000136,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,4,5,4,5,4,1,0
R000137,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,4,3,2,1,5,0,1
R000138,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,5,1,5,3,0,0
R000139,2025-02-01,2025-02,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,5,1,1,2,5,0,1
R000140,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,2,5,4,5,2,0,1
R000141,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,1,2,3,4,2,0,1
R000142,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,5,5,3,3,3,1,1
R000143,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,5,3,3,5,2,0,1
R000144,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,5,3,5,2,0,1
R000145,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,4,4,2,5,5,0,0
R000146,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,1,3,5,5,5,0,0
R000147,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,1,5,5,1,0,1
R000148,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,1,3,5,1,4,5,0,0
R000149,2025-03-01,2025-03,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,4,2,1,1,2,0,1
R000150,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,4,1,4,2,2,0,1
R000151,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,3,4,3,1,5,0,1
R000152,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,2,4,4,2,0,1
R000153,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,4,5,3,5,2,1,0
R000154,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,4,2,4,4,3,1,1
R000155,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,2,3,4,2,2,0,0
R000156,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,3,5,3,2,0,0
R000157,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,3,4,4,1,0,1
R000158,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,2,1,4,2,0,1
R000159,2025-04-01,2025-04,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,5,4,4,3,0,1
R000160,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,1,4,5,3,0,1
R000161,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,4,4,2,2,4,1,1
R000162,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,3,1,1,4,0,0
R000163,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,2,3,4,2,0,1
R000164,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,4,3,2,2,1,1,1
R000165,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,5,2,5,4,0,1
R000166,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,5,4,5,5,5,1,0
R000167,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,5,1,4,5,5,0,1
R000168,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,3,3,5,1,2,0,0
R000169,2025-05-01,2025-05,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,5,1,5,2,0,1
R000170,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,3,5,3,2,0,0
R000171,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,4,2,2,2,2,0,1
R000172,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,4,1,5,2,5,0,1
R000173,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,4,4,3,1,2,0,0
R000174,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,1,1,3,3,0,1
R000175,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,3,2,4,4,3,0,1
R000176,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,3,4,2,5,1,0,1
R000177,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,4,5,4,5,4,1,0
R000178,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,2,1,1,1,2,0,1
R000179,2025-06-01,2025-06,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,1,5,3,2,2,0,1
R000180,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,1,1,1,2,4,5,0,0
R000181,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,3,2,1,2,2,0,1
R000182,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,2,3,2,4,4,0,1
R000183,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,1,2,2,1,5,1,0,1
R000184,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,2,4,3,1,0,0
R000185,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,1,0,4,5,2,4,5,0,0
R000186,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,4,2,1,1,3,0,1
R000187,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,5,2,5,4,0,1
R000188,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,1,1,1,4,3,3,5,0,1
R000189,2025-07-01,2025-07,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,0,5,1,5,3,1,1,1
R000190,2025-08-01,2025-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,1,0,1,4,5,3,4,3,1,1
R000191,2025-08-01,2025-08,brand_a,aurora_rtd_coffee,rtd_beverages,ID,gen_z_urban,0,0,0,1,2,4,1,2,0,1
